track_id,track_title,track_genre_top,artist_name
6857,Drone Trailer,Folk,MV + EE and Willie Lane
7011,in sleepy electricity,Electronic,junior85
7373,heartbreaker,Experimental,Lucky Dragons
7374,new homes,Experimental,Lucky Dragons
7375,cherchez le dragon,Experimental,Lucky Dragons
7376,about peter,Experimental,Lucky Dragons
7377,with new trees,Experimental,Lucky Dragons
7378,resurrect dead on planet jupiter,Experimental,Lucky Dragons
7379,it's hard to fall asleep,Experimental,Lucky Dragons
7381,i'd play at the rotunda,Experimental,Lucky Dragons
7383,i hear horrible music,Experimental,Lucky Dragons
7385,my imaginary scary home,Experimental,Lucky Dragons
7386,its hard to wake up,Experimental,Lucky Dragons
7388,girlworld (3 in a bed mix),Experimental,Lucky Dragons
7391,all these wires between us,Experimental,Lucky Dragons
7393,leaving things as they are,Experimental,Lucky Dragons
7481,Seeing You Out,Hip-Hop,BrokeMC
7482,Seeing Things Intro,Hip-Hop,BrokeMC
7483,Doom Days,Hip-Hop,BrokeMC
7487,The Robot's Heel,Hip-Hop,BrokeMC
7488,The Discovery,Hip-Hop,BrokeMC
7489,Too Much to deal with,Hip-Hop,BrokeMC
7490,Follow That,Hip-Hop,BrokeMC
7491,broke Pimpin,Hip-Hop,BrokeMC
7492,In the Dark,Hip-Hop,BrokeMC
7495,Soft South Africans,Rock,Homosexuals
7526,Easy on the Eyes,Pop,Monk Turner
7527,With You,Pop,Monk Turner
7528,Game,Pop,Monk Turner
7529,Seeking,Pop,Monk Turner
7548,First Movement,Experimental,Z'EV
7554,Seventh Movement,Experimental,Z'EV
7709,Deep At Sea,Folk,Mia Doi Todd
7710,What If We Do,Folk,Mia Doi Todd
7711,The Way,Folk,Mia Doi Todd
7712,My Room Is White,Folk,Mia Doi Todd
7713,I gave you my home,Folk,Mia Doi Todd
7872,Saved,Rock,Boss Hog
8056,Get It While You Can,Rock,The Dirtbombs
8208,Rocket USA,Rock,Alan Vega & Oneida
8256,Sugar In My Coffin,Folk,Curtis Eller
8259,Always Sugar for the Horses,Folk,Curtis Eller
8261,Black Diamond,Folk,Curtis Eller
8345,Walter,Experimental,Walter
8357,Promocja Belkot radio commercial,Experimental,Free Matter for the Blind
8363,"Outside of fashion boutique, Xian, China",Experimental,Free Matter for the Blind
8372,variations on Foreigners,Experimental,Dirty White Boy
8416,Track 33,Experimental,Taal
9152,1991,Experimental,dj smallcock
9155,Tossypot,Experimental,Peeled Hearts Paste
9307,Racing Past the Zenith,Experimental,Kitty Kadoogal
9476,Plight Of The Bumblebee,Experimental,A Kombi
9477,Colour Me Your Colour,Experimental,Justice Yeldham
9491,Rape Me,Rock,Toxic Lipstick
9505,168 Toronto 260305,Experimental,Justice Yeldham
9511,Message From the Law,Rock,Sic Alps
9512,Eywat Setenafegagn,International,Getatchew Mekuria &amp; The Ex &amp; Guests
9513,Cold Water,Rock,Old Time Relijun
9550,Slippershell,Rock,Kristin Hersh
9553,Morning Birds,Rock,Kristin Hersh
9555,Krait,Rock,Kristin Hersh
9557,Moan,Rock,Kristin Hersh
9559,Mississippi Kite,Rock,Kristin Hersh
9560,Fortune,Rock,Kristin Hersh
9678,Riboflavin Horror,Experimental,Volvox
9721,Track 01,Experimental,Justice Yeldham
9846,Computer Music/Post-Fordism,Experimental,Mattin
9887,All I Ever Wanted,Folk,Meg Baird
9888,Cross,Folk,James Blackshaw
9918,Scorpion Whip,Experimental,Sissy Spacek
9962,Amour,Rock,Avec Noir
10186,Love To C You Dance (Premixed),International,Dubyouth Soundsystem
10192,Fucking Exotic Bitches,Hip-Hop,The Professional Savage
10250,Tree Symphony,Instrumental,JayDee
10374,Into the Fog,Experimental,Sodadosa
10375,Torturing Mantra,Experimental,Sodadosa
10376,Low Nightmare,Experimental,Sodadosa
10377,Abandoned,Experimental,Sodadosa
10381,Baron in the Trees,Folk,Big Blood
10382,New Dish Rag,Folk,Big Blood
10383,Graceless Lady,Folk,Big Blood
10384,Blood Mumble,Folk,Big Blood
10385,Curee,Folk,Big Blood
10386,The Birds &amp; The Herds,Folk,Big Blood
10387,Tease it Like a Cop,Folk,Big Blood
10388,Night Lighter,Folk,Big Blood
10389,Terrapin (oh! syd),Folk,Big Blood
10435,Paku Paku,Experimental,Funky Terrorist
10438,Little Lepers,Folk,Big Blood
10439,In The Light Of The Moon,Folk,Big Blood
10440,No Gravity Blues,Folk,Big Blood
10441,In The Shade,Folk,Big Blood
10442,Something Brighter Than The News,Folk,Big Blood
10443,Beast (1 Beast),Folk,Big Blood
10444,Restless Purity,Folk,Big Blood
10447,Low Gravity Blues,Folk,Big Blood
10458,Highway,Folk,Uke of Spaces Corners
10480,Adversaries &amp; Enemies,Folk,Big Blood
10481,Spit Shine,Folk,Big Blood
10485,Song For Baltimore,Folk,Big Blood
10521,boys boys boys,Experimental,Sabrina
10527,r u serious,Experimental,Funky Terrorist
10535,azaria vs the spaceman,Experimental,Scratch My Nose
10541,.,Experimental,Sports bra
10575,Premonitions: The Fantasy,Folk,Bobb Trimble
10577,One Mile From Heaven (short version),Folk,Bobb Trimble
10668,"999,999",Rock,Nine Inch Nails
10669,"1,000,000",Rock,Nine Inch Nails
10670,Letting You,Rock,Nine Inch Nails
10671,Discipline,Rock,Nine Inch Nails
10672,Echoplex,Rock,Nine Inch Nails
10673,Head Down,Rock,Nine Inch Nails
10674,Lights in the Sky,Rock,Nine Inch Nails
10675,Corona Radiata,Rock,Nine Inch Nails
10676,The Four of Us are Dying,Rock,Nine Inch Nails
10677,Demon Seed,Rock,Nine Inch Nails
10678,Glory Daze,Folk,Big Blood
10679,The Rise Of Quinnisa Rose,Folk,Big Blood
10682,She Said Nothing,Folk,Big Blood
10684,Don't Trust The Ruin,Folk,Big Blood
10693,6.6.05,Hip-Hop,BOPD
10694,aint no thing,Hip-Hop,BOPD
10695,2.17.05,Hip-Hop,BOPD
10696,2.18.05 dai,Hip-Hop,BOPD
10697,1.26 beat1,Hip-Hop,BOPD
10698,2.12.05 elevator,Hip-Hop,BOPD
10699,2.2.05,Hip-Hop,BOPD
10805,Super Nude,Pop,Lesbian Afternoon
10806,Glowing Pavements,Pop,Lesbian Afternoon
10807,Three Owls Teahaus,Pop,Lesbian Afternoon
10808,Wind Up The Hypnotist,Pop,Lesbian Afternoon
10809,Pass That Joint,Pop,Lesbian Afternoon
10810,Under The Sunset,Pop,Lesbian Afternoon
10983,Track 02,Experimental,Justice Yeldham
10992,The Grove Is Hotter Than An Ocean's Oven,Folk,Big Blood
10993,Oh Country (Skin &amp; Bones),Folk,Big Blood
11019,Mirror Friends,Experimental,Lucky Dragons
11020,Morning Ritual,Experimental,Lucky Dragons
11059,Vitamin C,Folk,Big Blood
11198,Together We Will Wait,Pop,Black Band Coal Company
11199,Love Is An Eternal Lie,Pop,The Sleeping Tree
11200,Berlin Lights (Finistere),Pop,March Rosetta
11204,Steppin' In,Hip-Hop,Audible Intelligence
11206,Elles,Electronic,Music Komite
11234,290504 beirut,Experimental,Justice Yeldham
11237,270104 berlin,Experimental,Justice Yeldham
11239,hamar 261005,Experimental,Justice Yeldham
11242,280405 seoul,Experimental,Justice Yeldham
11261,India,Pop,Mira Cook
11262,Wataridori 2,Electronic,Cornelius
11264,My Fair Lady,Rock,David Byrne
11268,Fake French,Rock,Le Tigre
11298,Now Get Busy,Hip-Hop,Beastie Boys
11299,No Meaning No (feat. Fine Arts Militia),Hip-Hop,Chuck D
11306,Inspiration,Rock,Abunai!
11333,Instrumental,Experimental,Gen Ken Montgomery
11334,Instrumental,Experimental,Gen Ken Montgomery
11503,All Operations,Folk,Big Blood
11504,A Friendly Noose,Folk,Big Blood
11505,A Quiet Lousy Roar,Folk,Big Blood
11508,Under The Concourse,Folk,Big Blood
11544,Radiation,Experimental,The Lost Demension
11638,Romantic Neck Tattoo,Instrumental,Embarker
11671,Abre La Ventana,International,Cordero
11672,(intro),International,Cordero
11673,El Arco Iris,International,Cordero
11674,(chat w/ Rob Weisberg),International,Cordero
11675,La Sombra,International,Cordero
11677,Quique,International,Cordero
11679,Ruleta Rusa,International,Cordero
11681,Heart In Me,International,Cordero
11682,(chat w/ Rob Weisberg),International,Cordero
11683,Matadora,International,Cordero
11763,"Press Play Instrumental     {6th Sense, A Pinks, Emilio Rojas, Skyzoo}",Hip-Hop,6th Sense
11764,28 Chasing 1988 Instrumental     {Adele &amp; 6th Sense}.mp3,Hip-Hop,6th Sense
11765,Just Fine Instrumental     {Wildabeast},Hip-Hop,6th Sense
11766,Beyon My Instrumental     {6th Sense},Hip-Hop,6th Sense
11767,Let's Do It Instrumental     {6th Sense},Hip-Hop,6th Sense
11768,The Itis Instrumental     {Black ELement},Hip-Hop,6th Sense
11769,Fallen Shadows Instrumental     {Viva La Hova},Hip-Hop,6th Sense
11770,Future Music Instrumental     {6th Sense},Hip-Hop,6th Sense
11771,D'Evils 2008 Instrumental     {Talib Kweli},Hip-Hop,6th Sense
11772,Ignite The People (Like Obama) Instrumental     {6th Sense},Hip-Hop,6th Sense
11773,05 Too Complex Instrumental     {6th Sense & The Kid Daytona}.mp3,Hip-Hop,6th Sense
11774,"Hippie Robot Instrumental     {6th Sense, Wildabeast, Jelani, Scheme}",Hip-Hop,6th Sense
11775,We Don't Stop Instrumental     {6th Sense},Hip-Hop,6th Sense
11776,"The Proposal Instrumental     {Jelani, 6th Sense, Wildabeast}",Hip-Hop,6th Sense
11777,Never Change For The Fame Instrumental     {Wildabeast},Hip-Hop,6th Sense
11778,...Both Nice Instrumental     {Both Nice},Hip-Hop,6th Sense
11779,Entourage (Oh Yeah!) Instrumental     {6th Sense},Hip-Hop,6th Sense
11780,What Kinda Instrumental     {Both Nice},Hip-Hop,6th Sense
11781,Love Lockdown Instrumental     {6th Sense},Hip-Hop,6th Sense
11782,Acapella,Hip-Hop,6th Sense
11783,Hey Young World Instrumental     {6th Sense},Hip-Hop,6th Sense
11784,Do What It Do Instrumental     {6th Sense},Hip-Hop,6th Sense
11785,AM Set Instrumental     {Both Nice},Hip-Hop,6th Sense
11786,4AM Instrumental     {Wildabeast},Hip-Hop,6th Sense
11787,Release Instrumental     {Wildabeast},Hip-Hop,6th Sense
11788,"2-0-0-9 Instrumental     {The Kid Daytona, 6th Sense, Outasight, Harlem's Cash}",Hip-Hop,6th Sense
11789,Ate Ten Instrumental     {Both Nice},Hip-Hop,6th Sense
11790,Just Got Chopped (Crack) Instrumental     {Old Money},Hip-Hop,6th Sense
11791,"The Cuchifritos Groove Instrumental     {Wildabeast, 6th Sense, Jelani}",Hip-Hop,6th Sense
11792,I Won't Let You Fall Instrumental     {6th Sense},Hip-Hop,6th Sense
11793,What You Talkin Bout Instrumental     {Mekka Don},Hip-Hop,6th Sense
11794,Give A What Instrumental     {6th Sense},Hip-Hop,6th Sense
11795,Stakes Is High Instrumental     {U-N-I},Hip-Hop,6th Sense
11803,D'Evils 2008,Hip-Hop,Talib Kweli
11818,Future Music,Hip-Hop,It's Notherground Music!!
11839,Belief feat. John Mayer,Hip-Hop,6th Sense &amp; Mick Boogie
11861,Nike Boots Freestyle,Hip-Hop,6th Sense &amp; Mick Boogie
11862,05 A-Trak &amp; Lupe Fiasco feat. 6th Sense - Me &amp; My Sneakers.mp3,Hip-Hop,6th Sense &amp; Mick Boogie
11867,Team USA (prod. Just Blaze),Hip-Hop,6th Sense &amp; Mick Boogie
11868,Classic Freestyle,Hip-Hop,6th Sense &amp; Mick Boogie
11916,comedi humaine,Hip-Hop,WatFatMan
11917,court metrage,Hip-Hop,WatFatMan
11918,deprecie,Hip-Hop,WatFatMan
11919,galerie de portraits,Hip-Hop,WatFatMan
11920,Ofura,Hip-Hop,WatFatMan
11921,l'air du temps live,Hip-Hop,WatFatMan
11922,galerie de portraits remix,Hip-Hop,WatFatMan
11933,Tell Me What I Want,Rock,Isolated Atoms
11937,Wir können auch anders,Pop,DavidBowman
11942,Rage Against Death,Electronic,Stouffi The Stouves
11946,The Star Spangled Banner,Experimental,vosotros
11947,Yankee Doodle,Experimental,Dream Kids
11951,Taps - America The Beautiful (Medley),Experimental,Obi Best
12045,The WInds House,Folk,Big Blood
