artist,genre,lyric
drake,hip-hop/rap,drake i'm the fuckin' man y'all don't get it do ya type of money everybody acting like they knew ya go uptown new york city bitch them spanish girls love me like i'm aventura tell uncle luke i'm out in miami too clubbing hard fucking women there ain't much to do wrist bling got a condo up in biscayne still getting brain from a thang ain't shit changed how you feel how you feel how you feel 5 sitting on 5 mill' uh i'm in the building and i'm feeling myself rest in peace mac dre i'ma do it for the bay okay getting paid we'll holler whenever that stop my team good we don't really need a mascot tell tune light one pass it like a relay ymcmb you niggas more ymca me franny and mally mall at the cribo shout goes out to niko j and chubbs shouts to gibbo we got santa margherita by the liter she know even if i'm fucking with her i don't really need her aww that's how you feel man that's really how you feel 'cause the pimpin' ice cold all these bitches wanna chill i mean maybe she won't but then again maybe she will i can almost guarantee she know the deal real nigga what's up   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up   lil wayne onetime fuck one time i'm calling niggas out like the umpire sevengrams in the blunt almost drowned in her pussy so i swam to her butt it's eastside we in this bitch wish a nigga would like a tree in this bitch and if a leaf fall put some weed in that bitch that's my mo add a b to that shit i'm fucked up tore down i'm twisted doorknob talk stupid off with your head nigga money talks and mr ed yeah i'm so young money got a drum on the gun energizer bunny funny how honey ain't sweet like sugar ain't shit sweet niggas on the street like hookers i tongue kiss her other tongue skeet skeet skeet water gun oh my god becky look at her butt tunechi   drake now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up now she want a photo you already know though you only live once that's the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we don't really play every day every day fuck what anybody say can't see 'em 'cause the money in the way real nigga what's up  produced by tminus
drake,hip-hop/rap,produced by mike zombie   started zombie on the track   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now my whole team here nigga started from the bottom now we're here started from the bottom now the whole team fuckin' here   i done kept it real from the jump livin' at my momma's house we'd argue every month nigga i was tryna get it on my own workin' all night traffic on the way home and my uncle callin' me like where you at i gave you the keys told you bring it right back nigga i just think it's funny how it goes now i'm on the road half a million for a show and we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now the whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga   boys tell stories 'bout the man say i never struggled wasn't hungry yeah i doubt it nigga i could turn your boy into the man there ain't really much out here that's poppin' off without us nigga we just want the credit where it's due i'ma worry 'bout me give a fuck about you nigga just as a reminder to myself i wear every single chain even when i'm in the house cause we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga   no new niggas nigga we don't feel that fuck a fake friend where your real friends at we don't like to do too much explainin' story stayed the same i never changed it no new niggas nigga we don't feel that fuck a fake friend where your real friends at we don't like to do too much explainin' story stayed the same through the money and the fame cause we   started from the bottom now we're here started from the bottom now my whole team fuckin' here started from the bottom now we're here started from the bottom now the whole team here nigga started from the bottom now we're here started from the bottom now my whole team here nigga started from the bottom now we're here started from the bottom now the whole team here nigga
drake,hip-hop/rap,part  pound cake produced by boida matthew burnett and jordan evans   jimmy smith good god almightylike back in the old days you know years ago they had the ar men to tell you what to play how to play it and you know whether it's disco and rock but we just went in the studio and we did it we had the champagne in the studio of coursecompliments of the companyand we just laid back and did it so we hope you enjoy listening to this album half as much as we enjoyed playing it for you because we had a ball only real music is gonna lastall the other bullshit is here today and gone tomorrow   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill y'all y'all y'all   drake yeah uh after hours at il mulino or sotto sotto just talkin' women and vino the contract like '9 dan marino i swear this guy michael rapino's boosting my ego overly focused it's far from the time to rest now debates growin' 'bout who they think is the best now took a while got the jokers out of the deck now i'm holdin' all the cards and niggas wanna play chess now i hear you talking say it twice so i know you meant it fuck it i don't even tint it they should know who's in it i'm authentic real name no gimmicks no game no scrimmage i ain't playin' with you niggas at all my classmates they went on to be chartered accountants or work with their parents but thinkin' back on how they treated me my high school reunion might be worth an appearance make everybody have to go through security clearance tables turn s burn you live and learn with the ink i could murder word to my nigga irv yeah i swear shit just started clickin' dog you know it's real when you are who you think you are   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all cash rules everything around me cream get theget theget theget theget the get theget theget theget the monmonmoney frikkifrikkifrikki dollardollardollar bill y'all y'all y'all   jayz uh i had benzes 'fore you had braces the allblack maybach but i'm not a racist inside's whiter than katy perry's face is yellow diamonds in my jesús i just might learn to speak mandarin japanese for the yen that i'm handlin' international hov that's my handle my saint's changó light a candle el gran santo on the mantle case y'all didn't know i speak spanish too uh shout out to world wide wes everywhere we go we leave a worldwide mess yes still roc la familia says a lot about you if you not feeling us the homie said hov it ain't many of us i told 'em less is more nigga is plenty of us   timbaland cash rules everything around me frikkifrikkifrik cream get theget theget theget the get theget theget theget the money dollardollar dddddollardollar dollardollar bill y'all y'all y'all   jayz cake cakecake cakecake cake 500 million i got a pound cake niggas is frontin' that's upsidedown cake get 'em a red nose they clown cakes they shoulda never let you 'round cake look at my neck i got a karat cake uh now here's the icin' on the cake cake cakecake cakecake uhh i'm just gettin' started oh yeah we got it bitch i've done made more millionaires than the lotto did dame made millions biggs made millions ye made millions just made millions lyor made millions cam made millions beans'a tell you if he wasn't in his feelings uh i'm back in my bag my eyes bloodshot but my jet don't lag a pair of jordan 's tryna chase this cash gucci airbag just in case we crash uh last night was mad trill i'm fresh out of advil jesus grab the wheel  part  paris morton music  produced by detail  4 drake yeah uh look fuck all that happy to be here shit that y'all want me on i'm the big homie they still be tryna lil bro me dog like i should fall in line like i should alert niggas when i'm 'bout to drop somethin' crazy and not say i'm the greatest of my generation like i should be dressing different like i should be less aggressive and pessimistic like i should be way more nervous and less dismissive like i should be on my best behavior and not talk my shit and do it major like the niggas who paved the way for us like i didn't study the game to the letter and understand that i'm not doin' it the same man i'm doing it better like i didn't make that clearer this year like i should feel i don't know guilty for saying that they should put a couple more mirrors in here so i can stare at myself these are usually just some thoughts that i would share with myself but i thought fuck it it's worth it to share 'em with someone else other than paris for once i text her from time to time she a mom now i guess sometimes life forces us to calm down i told her she could live with me if she need to i got a compound but i think she's straight 'cause she supported since hot beats right before wayne came and got me out of the back room where i was rapping with jas over beats that i shouldn't have in the hopes for the glory he walked right past in the hallway three months later i'm his artist he probably wouldn't remember that story but that shit stick with me always couldn't believe when he called me you never know what could happen to you and i just spent four ferraris all on a brand new bugatti and did that shit 'cause it's somethin' to do yeah i guess that's just who i became dawg nothing was the same dawg
drake,hip-hop/rap,ericka lee hello yeah i just walked in yeah i'm good you still working tonight right now did i go out yeah i went out i went i went to a couple of clubs i never went to bed shit wine or water you said something about a cold drink i don't know i'm delirious   drake cups of the rosé bitches in my old phone i should call one and go home i've been in this club too long the woman that i would try is happy with a good guy but i've been drinkin' so much that i'ma call her anyway and say   drake fuck that nigga that you love so bad i know you still think about the times we had i say fuck that nigga that you think you found and since you picked up i know he's not around   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me   drake uh cups of the xo all my people been here i see all of her friends here guess she don't have the time to kick it no more flights in the morning what you doin' that's so important i've been drinkin' so much that i'ma call you anyway and say   drake fuck that nigga that you love so bad i know you still think about the times we had i say fuck that nigga that you think you found and since you picked up i know he's not around   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me   drake i think i'm addicted to naked pictures and sitting talking 'bout bitches that we almost had i don't think i'm conscious of makin' monsters outta the women i sponsor 'til it all goes bad but shit it's all good we threw a party yeah we threw a party bitches came over yeah we threw a party i was just calling cause they were just leavin' talk to me please don't have much to believe in i need you right now are you down to listen to me too many drinks have been given to me i got some women that's livin' off me paid for their flights and hotels i'm ashamed bet that you know them i won't say no names after a while girl they all seem the same i've had sex four times this week i'll explain havin' a hard time adjustin' to fame sprite in that mixture i've been talkin' crazy girl i'm lucky that you picked up lucky that you stayed on i need someone to put this weight on well i'm sorry   drake  ericka lee are you drunk right now i'm just sayin' you could do better tell me have you heard that lately i'm just sayin' you could do better and i'll start hatin' only if you make me  interlude drake you're not gonna come guess i'm 'bout to just kick it here then   drake just throw up while i hold your hair back her white friend said you niggas crazy i hope no one heard that i hope no one heard that cause if they did we gonna be in some trouble we really gonna be in some trouble trouble
billie eilish,alternative,don't you know i'm no good for you i've learned to lose you can't afford to tore my shirt to stop you bleedin' but nothin' ever stops you leavin'   quiet when i'm coming home and i'm on my own i could lie say i like it like that like it like that i could lie say i like it like that like it like that   don't you know too much already i'll only hurt you if you let me call me friend but keep me closer call me back and i'll call you when the party's over   quiet when i'm coming home and i'm on my own and i could lie say i like it like that like it like that yeah i could lie say i like it like that like it like that   but nothin' is better sometimes once we've both said our goodbyes let's just let it go let me let you go   quiet when i'm coming home and i'm on my own i could lie say i like it like that like it like that i could lie say i like it like that like it like that
billie eilish,alternative,i had a dream i got everything i wanted not what you'd think and if i'm bein' honest it might've been a nightmare to anyone who might care thought i could fly fly so i stepped off the golden mm nobody cried cried cried cried cried nobody even noticed i saw them standing right there kinda thought they might care might care might care  pre i had a dream i got everything i wanted but when i wake up i see you with me   and you say as long as i'm here no one can hurt you don't wanna lie here but you can learn to if i could change the way that you see yourself you wouldn't wonder why you hear 'they don't deserve you'   i tried to scream but my head was underwater they called me weak like i'm not just somebody's daughter coulda been a nightmare but it felt like they were right there and it feels like yesterday was a year ago but i don't wanna let anybody know 'cause everybody wants something from me now and i don't wanna let 'em down  pre i had a dream i got everything i wanted but when i wake up i see you with me   and you say as long as i'm here no one can hurt you don't wanna lie here but you can learn to if i could change the way that you see yourself you wouldn't wonder why you hear 'they don't deserve you'   if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead
billie eilish,alternative,white shirt now red my bloody nose sleepin' you're on your tippy toes creepin' around like no one knows think you're so criminal bruises on both my knees for you don't say thank you or please i do what i want when i'm wanting to my soul so cynical   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy   i like it when you take control even if you know that you don't own me i'll let you play the role i'll be your animal my mommy likes to sing along with me but she won't sing this song if she reads all the lyrics she'll pity the men i know   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy duh i'm only good at bein' bad bad   i like when you get mad i guess i'm pretty glad that you're alone you said she's scared of me i mean i don't see what she sees but maybe it's 'cause i'm wearing your cologne   i'm a bad guy i'm i'm a bad guy bad guy bad guy i'm a bad
billie eilish,alternative,don't be that way fall apart twice a day i just wish you could feel what you say show never tell but i know you too well kind of mood that you wish you could sell   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you anymore   hands hands getting cold losing feeling is getting old was i made from a broken mold hurt i can't shake we've made every mistake only you know the way that i break   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you i don't wanna be you i don't wanna be you anymore
billie eilish,alternative,mehki raine billie   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go   billie eilish  mehki raine come here say it spit it out what is it exactly you're payin' is the amount cleanin' you out am i satisfactory today i'm thinkin' about the things that are deadly the way i'm drinkin' you down like i wanna drown like i wanna end me  refrain billie eilish step on the glass staple your tongue ahh bury a friend try to wake up ahahh cannibal class killing the son ahh bury a friend i wanna end me  pre billie eilish i wanna end me i wanna i wanna i wanna end me i wanna i wanna i wanna   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go   billie eilish  mehki raine listen keep you in the dark what had you expected me to make you my art and make you a star and get you connected i'll meet you in the park i'll be calm and collected but we knew right from the start that you'd fall apart 'cause i'm too expensive it's probably somethin' that shouldn't be said out loud honestly i thought that i would be dead by now wow calling security keepin' my head held down bury the hatchet or bury a friend right now   billie eilish  mehki raine the debt i owe gotta sell my soul 'cause i can't say no no i can't say no then my limbs all froze and my eyes won't close and i can't say no i can't say no careful  refrain billie eilish step on the glass staple your tongue ahh bury a friend try to wake up ahahh cannibal class killing the son ahh bury a friend i wanna end me  pre billie eilish i wanna end me i wanna i wanna i wanna end me i wanna i wanna i wanna   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go
billie eilish,alternative,it's not true tell me ive been lied to crying isn't like you ooh what the hell did i do never been the type to let someone see right through ooh   maybe won't you take it back say you were tryna make me laugh and nothing has to change today you didnt mean to say i love you i love you and i don't want to ooh   up all night on another redeye i wish we never learned to fly maybe we should just try to tell ourselves a good lie didn't mean to make you cry   maybe won't you take it back say you were tryna make me laugh and nothing has to change today you didn't mean to say i love you i love you and i don't want to ooh   the smile that you gave me even when you felt like dying   we fall apart as it gets dark i'm in your arms in central park there's nothing you could do or say i cant escape the way i love you i dont want to but i love you ooh ooh ooh ooh ooh
billie eilish,alternative,baby i don't feel so good six words you never understood i'll never let you go five words you'll never say aww i laugh along like nothing's wrong four days has never felt so long if three's a crowd and two was us one slipped away hahahahahahahaha   i just wanna make you feel okay but all you do is look the other way i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay   is there a reason we're not through is there a  step just for you our conversation's all in blue  heys hey hey hey hey ten fingers tearin' out my hair nine times you never made it there i ate alone at 7 you were six minutes away yay   how am i supposed to make you feel okay when all you do is walk the other way i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay   to spare my pride to give your lack of interest an explanation don't say i'm not your type just say that i'm not your preferred sexual orientation i'm so selfish but you make me feel helpless yeah and i can't stand another day stand another day   i just wanna make you feel okay but all you do is look the other way hmm i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay i just kinda wish you were gay i just kinda wish you were gay
billie eilish,alternative,i should have known i'd leave alone just goes to show that the blood you bleed is just the blood you owe we were a pair but i saw you there too much to bear you were my life but life is far away from fair was i stupid to love you was i reckless to help was it obvious to everybody else   that i'd fallen for a lie you were never on my side fool me once fool me twice are you death or paradise now you'll never see me cry there's just no time to die   i let it burn you're no longer my concern mmm faces from my past return another lesson yet to learn   that i'd fallen for a lie you were never on my side fool me once fool me twice are you death or paradise now you'll never see me cry there's just no time to die  refrain no time to die mmm no time to die ooh   fool me once fool me twice are you death or paradise now you'll never see me cry there's just no time to die
billie eilish,alternative,i've been watchin' you for some time can't stop starin' at those ocean eyes burning cities and napalm skies fifteen flares inside those ocean eyes your ocean eyes   no fair you really know how to make me cry when you give me those ocean eyes i'm scared i've never fallen from quite this high fallin' into your ocean eyes those ocean eyes   i've been walkin' through a world gone blind can't stop thinkin' of your diamond mind careful creature made friends with time he left her lonely with a diamond mind and those ocean eyes   no fair no fair you really know how to make me cry when you give me those ocean eyes those ocean eyes i'm scared i'm scared i've never fallen from quite this high fallin' into your ocean eyes those ocean eyes   seye naeco esoht seye naeco ruoy otni 'nillaf dadadadada dadadadada hgih siht etiuq morf nellaf reven ev'i deracs m'i dadadadadada dadada seye naeco esoht em evig uoy nehw mmm yrc em ekam ot woh wonk yllaer uoy mmm riaf on   no fair you really know how to make me cry when you give me those ocean eyes i'm scared i've never fallen from quite this high fallin' into your ocean eyes those ocean eyes
billie eilish,alternative,i'm not your friend or anything damn you think that you're the man i think therefore i am i'm not your friend or anything damn you think that you're the man i think therefore i am   stop what the hell are you talking about ha get my pretty name out of your mouth we are not the same with or without don't talk 'bout me like how you might know how i feel top of the world but your world isn't real your world's an ideal  pre so go have fun i really couldn't care less and you can give 'em my best but just know   i'm not your friend or anything damn you think that you're the man i think therefore i am i'm not your friend or anything damn you think that you're the man i think therefore i am   i don't want press to put your name next to mine we're on different lines so i wanna be nice enough they don't call my bluff 'cause i hate to find articles articles articles rather you remain unremarkable got a lotta interviews interviews interviews when they say your name i just act confused  pre did you have fun i really couldn't care less and you can give 'em my best but just know   i'm not your friend or anything damn you think that you're the man i think therefore i am i'm not your friend or anything damn you think that you're the man i think therefore i am   i'm sorry i don't think i caught your name i'm sorry i don't think i caught your name   i'm not your friend i'm not your friend or anything damn you think that you're the man they wanna they can try i think therefore i am i am i'm not your friend friend or anything damn they wanna you think that you're the man you're the man i think therefore i am therefore i am
billie eilish,alternative,mind mind   sittin' all alone mouth full of gum in the driveway my friends aren't far in the back of my car lay their bodies  pre where's my mind where's my mind   they'll be here pretty soon lookin' through my room for the money i'm bitin' my nails i'm too young to go to jail it's kinda funny  pre where's my mind where's my mind where's my mind where's my mind   maybe it's in the gutter where i left my lover what an expensive fake my v is for vendetta thought that i'd feel better but now i got a bellyache mind   everything i do the way i wear my noose like a necklace i wanna make 'em scared like i could be anywhere like i'm reckless  pre i lost my mind i don't mind where's my mind where's my mind   maybe it's in the gutter where i left my lover what an expensive fake my v is for vendetta thought that i'd feel better but now i got a bellyache bellyache bellyache bellyache bellyache bellyache bellyache maybe it's in the gutter where i left my lover what an expensive fake my v is for vendetta thought that i'd feel better but now i got a bellyache
billie eilish,alternative,bite my tongue bide my time wearing a warning sign wait 'til the world is mine visions i vandalize cold in my kingdom size fell for these ocean eyes   you should see me in a crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown your silence is my favorite sound watch me make 'em bow one by one by one one by one by one   count my cards watch them fall blood on a marble wall i like the way they all scream tell me which one is worse living or dying first sleeping inside a hearse i don't dream   you say come over baby i think you're pretty i'm okay i'm not your baby if you think i'm pretty   you should see me in a crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown your silence is my favorite sound watch me make 'em bow one by one by one one by one by one   break   crown i'm gonna run this nothing town watch me make 'em bow one by one by one one by one by you should see me in a crown you should see me see me your silence is my favorite sound you should see me see me watch me make 'em bow one by one by one one by one by one
billie eilish,alternative,i can't seem to focus and you don't seem to notice i'm not here i'm just a mirror you check your complexion to find your reflection's all alone i had to go  pre can't you hear me i'm not comin' home do you understand i've changed my plans   'cause i i'm in love with my future can't wait to meet her and i i i'm in love but not with anybody else just wanna get to know myself   i know supposedly i'm lonely now lonely now know i'm supposed to be unhappy without someone someone but aren't i someone aren't i someone yeah i'd i'd like to be your answer be your answer 'cause you're so handsome you're so handsome  pre but i know better than to drive you home 'cause you'd invite me in and i'd be yours again   but i i i'm in love love love love love with my future and you don't know her ooh and i i'm in love love love but not with anybody here i'll see you in a couple years
billie eilish,alternative,my lucifer is lonely   standing there killing time can't commit to anything but a crime peter's on vacation an open invitation animals evidence pearly gates look more like a picket fence once you get inside 'em got friends but can't invite them  pre hills burn in california my turn to ignore ya don't say i didn't warn ya   all the good girls go to hell 'cause even god herself has enemies and once the water starts to rise and heaven's out of sight she'll want the devil on her team  post my lucifer is lonely   look at you needing me you know i'm not your friend without some greenery walk in wearin' fetters peter should know better your cover up is caving in man is such a fool why are we saving him poisoning themselves now begging for our help wow  pre hills burn in california my turn to ignore ya don't say i didn't warn ya   all the good girls go to hell all the good girls go to hell 'cause even god herself god herself has enemies and once the water starts to rise water starts to rise and heaven's out of sight she'll want the devil on her team  post my lucifer is lonely there's nothing left to save now my god is gonna owe me there's nothing left to save now   haha i cannot do the snowflake
billie eilish,alternative,what is it about them i must be missing something they just keep doing nothing too intoxicated to be scared better off without them they're nothing but unstable bring ashtrays to the table and that's about the only thing they share   i'm in their secondhand smoke still just drinking canned coke i don't need a xanny to feel better on designated drives home only one who's not stoned don't give me a xanny now or ever  interlude can you check your uber rating oh my god and it's like wait like when   wakin' up at sundown ooh they're late to every party ooh nobody's ever sorry ooh too inebriated now to dance morning as they come down come down their pretty heads are hurting hurting they're awfully bad at learning learning make the same mistakes blame circumstance   i'm in their secondhand smoke still just drinking canned coke i don't need a xanny to feel better on designated drives home only one who's not stoned don't give me a xanny now or ever   please don't try to kiss me on the sidewalk on your cigarette break i can't afford to love someone who isn't dying by mistake in silver lake   what is it about them i must be missing something they just keep doin' nothing too intoxicated to be scared hmm hmm hmm mmm mmm mmm mmm come down hurting learning
cardi b,hip-hop/rap,cardi b al t mclaran  megan thee stallion whores in this house there's some whores in this house there's some whores in this house there's some whores in this house hol' up i said certified freak seven days a week wetass pussy make that pullout game weak woo ah   cardi b yeah yeah yeah yeah yeah you fuckin' with some wetass pussy bring a bucket and a mop for this wetass pussy give me everything you got for this wetass pussy   cardi b  megan thee stallion beat it up nigga catch a charge extra large and extra hard put this pussy right in your face swipe your nose like a credit card hop on top i wanna ride i do a kegel while it's inside spit in my mouth look in my eyes this pussy is wet come take a dive tie me up like i'm surprised let's roleplay i'll wear a disguise i want you to park that big mack truck right in this little garage make it cream make me scream out in public make a scene i don't cook i don't clean but let me tell you how i got this ring ayy ayy   megan thee stallion gobble me swallow me drip down the side of me yeah quick jump out 'fore you let it get inside of me yeah i tell him where to put it never tell him where i'm 'bout to be huh i'll run down on him 'fore i have a nigga runnin' me pow pow pow talk your shit bite your lip yeah ask for a car while you ride that dick while you ride that dick you really ain't never gotta fuck him for a thang yeah he already made his mind up 'fore he came ayy ah now get your boots and your coat for this wetass pussy ah ah ah he bought a phone just for pictures of this wetass pussy click click click paid my tuition just to kiss me on this wetass pussy mwah mwah mwah now make it rain if you wanna see some wetass pussy yeah yeah   cardi b  megan thee stallion look i need a hard hitter need a deep stroker need a henny drinker need a weed smoker not a garter snake i need a king cobra with a hook in it hope it lean over he got some money then that's where i'm headed pussy a just like his credit he got a beard well i'm tryna wet it i let him taste it now he diabetic i don't wanna spit i wanna gulp i wanna gag i wanna choke i want you to touch that lil' dangly thing that swing in the back of my throat my head game is fire punani dasani it's goin' in dry and it's comin' out soggy i ride on that thing like the cops is behind me yeah ah i spit on his mic and now he tryna sign me woo  4 megan thee stallion your honor i'm a freak bitch handcuffs leashes switch my wig make him feel like he cheatin' put him on his knees give him somethin' to believe in never lost a fight but i'm lookin' for a beatin' ah in the food chain i'm the one that eat ya if he ate my ass he's a bottomfeeder big d stand for big demeanor i could make ya bust before i ever meet ya if it don't hang then he can't bang you can't hurt my feelings but i like pain if he fuck me and ask whose is it when i ride the dick i'ma spell my name ah   cardi b yeah yeah yeah yeah you fuckin' with some wetass pussy bring a bucket and a mop for this wetass pussy give me everything you got for this wetass pussy now from the top make it drop that's some wetass pussy now get a bucket and a mop that's some wetass pussy i'm talkin' wap wap wap that's some wetass pussy macaroni in a pot that's some wetass pussy huh   al t mclaran there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house there's some whores in this house
cardi b,hip-hop/rap,ksr it's cardi ayy said i'm the shit they can't fuck with me if they wanted to i don't gotta dance   said lil' bitch you can't fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get 'em both i don't wanna choose and i'm quick cut a nigga off so don't get comfortable look i don't dance now i make money moves ayy ayy say i don't gotta dance i make money move if i see you and i don't speak that means i don't fuck with you i'm a boss you a worker bitch i make bloody moves   now she say she gon' do what to who let's find out and see cardi b you know where i'm at you know where i be you in the club just to party i'm there i get paid a fee i be in and out them banks so much i know they're tired of me honestly don't give a fuck 'bout who ain't fond of me dropped two mixtapes in six months what bitch working as hard as me i don't bother with these hoes don't let these hoes bother me they see pictures they say goals bitch i'm who they tryna be look i might just chill in some bape i might just chill with your boo i might just feel on your babe my pussy feel like a lake he wanna swim with his face i'm like okay i'll let him get what he want he buy me yves saint laurent and the new whip when i go fast as a horse i got the trunk in the front vroom vroom i'm the hottest in the street know you prolly heard of me got a bag and fixed my teeth hope you hoes know it ain't cheap and i pay my mama bills i ain't got no time to chill think these hoes be mad at me their baby father run a bill   said lil' bitch you can't fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get 'em both i don't wanna choose and i'm quick cut a nigga off so don't get comfortable look i don't dance now i make money moves say i don't gotta dance i make money moves if i see you and i don't speak that means i don't fuck with you i'm a boss you a worker bitch i make bloody moves   if you a pussy you get popped you a goofy you a opp don't you come around my way you can't hang around my block and i just checked my accounts turns out i'm rich i'm rich i'm rich i put my hand above my hip i bet you dip he dip she dip i say i get the money and go this shit is hot like a stove my pussy glitter is gold tell that lil' bitch play her role i just arrive in a rolls i just came up in a wraith i need to fill up the tank no i need to fill up the safe i need to let all these hoes know that none of their niggas is safe i go to dinner and steak only the real can relate i used to live in the p's now it's a crib with a gate rollie got charms look like frosted flakes had to let these bitches know just in case these hoes forgot i just run and check the mail another check from mona scott   said lil' bitch you can't fuck with me if you wanted to these expensive these is red bottoms these is bloody shoes hit the store i can get 'em both i don't wanna choose and i'm quick cut a nigga off so don't get comfortable look i don't dance now i make money moves say i don't gotta dance i make money move if i see you and i don't speak that means i don't fuck with you i'm a boss you a worker bitch i make bloody moves
